Polynomial-Degree	Time
500	1514
500	1545
500	1508
1000	3399
1000	3447
1000	3398
1500	5931
1500	5935
1500	5960
2000	9299
2000	9328
2000	9479
2500	12675
2500	12848
2500	12813
3000	16809
3000	16855
3000	16865
3500	20606
3500	20563
3500	20846
4000	26024
4000	25392
4000	25233
4500	31192
4500	31267
4500	30865
5000	36327
5000	36287
5000	36276
5500	42308
5500	42074
5500	42086
6000	48746
6000	49742
6000	49085
