Polynomial-Degree	Time
0	68
0	69
0	70
0	71
0	74
50	219
50	219
50	219
50	217
50	221
100	400
100	397
100	390
100	391
100	393
150	589
150	590
150	576
150	578
150	588
200	767
200	776
200	785
200	779
200	787
250	1002
250	1004
250	985
250	1023
250	1000
300	1236
300	1225
300	1220
300	1219
300	1233
350	1452
350	1483
350	1501
350	1471
350	1497
400	1718
400	1694
400	1723
400	1739
400	1713
450	1960
450	1964
450	2003
450	1987
450	1956
500	2294
500	2294
500	2523
500	2207
500	2304
